Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Семейный_batch_1,Комбинирование,0,21,21
Мини формовой_batch_2,Комбинирование,0,21,21
Семейный_batch_1,Смешивание,21,31,10
Мини формовой_batch_2,Смешивание,21,33,12
Булочка для гамбургера большой с кунжутом_batch_16,Комбинирование,21,42,21
Хлеб «Зерновой»_batch_1,Комбинирование,21,42,21
Семейный_batch_1,Формовка,31,42,11
Мини формовой_batch_2,Формовка,33,44,11
Семейный_batch_1,Расстойка,42,67,25
Булочка для гамбургера большой с кунжутом_batch_16,Смешивание,42,52,10
Хлеб «Зерновой»_batch_1,Смешивание,42,52,10
Мини формовой_batch_1,Комбинирование,42,63,21
Формовой_batch_21,Комбинирование,42,63,21
Мини формовой_batch_2,Расстойка,44,69,25
Булочка для гамбургера большой с кунжутом_batch_16,Формовка,52,63,11
Хлеб «Зерновой»_batch_1,Формовка,52,63,11
Булочка для гамбургера большой с кунжутом_batch_16,Расстойка,63,88,25
Хлеб «Зерновой»_batch_1,Расстойка,63,88,25
Мини формовой_batch_1,Смешивание,63,75,12
Формовой_batch_21,Смешивание,63,75,12
Здоровье_batch_1,Комбинирование,63,84,21
Сэндвич_batch_9,Комбинирование,63,84,21
Семейный_batch_1,Выпекание,67,84,17
Мини формовой_batch_2,Выпекание,69,114,45
Мини формовой_batch_1,Формовка,75,86,11
Формовой_batch_21,Формовка,75,86,11
Семейный_batch_1,Остывание,84,144,60
Здоровье_batch_1,Смешивание,84,94,10
Сэндвич_batch_9,Смешивание,84,94,10
Сэндвич_batch_2,Комбинирование,84,105,21
Плетенка_batch_2,Комбинирование,84,105,21
Мини формовой_batch_1,Расстойка,86,111,25
Формовой_batch_21,Расстойка,86,111,25
Булочка для гамбургера большой с кунжутом_batch_16,Выпекание,88,110,22
Хлеб «Зерновой»_batch_1,Выпекание,88,113,25
Здоровье_batch_1,Формовка,94,105,11
Сэндвич_batch_9,Формовка,94,105,11
Здоровье_batch_1,Расстойка,105,130,25
Сэндвич_batch_9,Расстойка,105,130,25
Сэндвич_batch_2,Смешивание,105,115,10
Плетенка_batch_2,Смешивание,105,115,10
Булочка для гамбургера большой с кунжутом_batch_13,Комбинирование,105,126,21
Формовой_batch_1,Комбинирование,105,126,21
